### var1 :  probe_Ele_eta 
### var2 :  probe_Ele_pt 
  -2.500	  -2.000	 +10.000	 +20.000	0.427	0.006	0.508	0.013	0.427	0.426	0.465	0.508
  -2.000	  -1.566	 +10.000	 +20.000	0.475	0.006	0.530	0.010	0.474	0.476	0.527	0.529
  -1.566	  -1.442	 +10.000	 +20.000	0.507	0.012	0.571	0.022	0.507	0.497	0.543	0.573
  -1.442	  -0.800	 +10.000	 +20.000	0.604	0.004	0.633	0.007	0.607	0.605	0.633	0.633
  -0.800	  +0.000	 +10.000	 +20.000	0.717	0.003	0.763	0.006	0.717	0.717	0.757	0.761
  +0.000	  +0.800	 +10.000	 +20.000	0.751	0.003	0.794	0.005	0.751	0.748	0.781	0.793
  +0.800	  +1.442	 +10.000	 +20.000	0.601	0.004	0.621	0.007	0.597	0.593	0.633	0.622
  +1.442	  +1.566	 +10.000	 +20.000	0.428	0.013	0.466	0.023	0.442	0.432	0.501	0.462
  +1.566	  +2.000	 +10.000	 +20.000	0.369	0.005	0.438	0.011	0.366	0.369	0.434	0.441
  +2.000	  +2.500	 +10.000	 +20.000	0.501	0.006	0.555	0.013	0.501	0.489	0.563	0.554
  -2.500	  -2.000	 +20.000	 +35.000	0.664	0.002	0.720	0.004	0.663	0.667	0.720	0.720
  -2.000	  -1.566	 +20.000	 +35.000	0.654	0.002	0.720	0.003	0.653	0.649	0.726	0.721
  -1.566	  -1.442	 +20.000	 +35.000	0.710	0.004	0.778	0.006	0.714	0.721	0.764	0.779
  -1.442	  -0.800	 +20.000	 +35.000	0.793	0.001	0.824	0.002	0.793	0.794	0.825	0.824
  -0.800	  +0.000	 +20.000	 +35.000	0.836	0.001	0.861	0.001	0.835	0.837	0.863	0.861
  +0.000	  +0.800	 +20.000	 +35.000	0.828	0.001	0.853	0.001	0.828	0.829	0.854	0.853
  +0.800	  +1.442	 +20.000	 +35.000	0.787	0.001	0.812	0.002	0.787	0.787	0.815	0.812
  +1.442	  +1.566	 +20.000	 +35.000	0.701	0.004	0.750	0.007	0.701	0.709	0.735	0.749
  +1.566	  +2.000	 +20.000	 +35.000	0.603	0.002	0.676	0.003	0.604	0.601	0.679	0.676
  +2.000	  +2.500	 +20.000	 +35.000	0.672	0.002	0.728	0.004	0.673	0.673	0.738	0.728
  -2.500	  -2.000	 +35.000	 +50.000	0.617	0.002	0.681	0.004	0.617	0.618	0.679	0.680
  -2.000	  -1.566	 +35.000	 +50.000	0.541	0.002	0.643	0.005	0.544	0.544	0.640	0.631
  -1.566	  -1.442	 +35.000	 +50.000	0.683	0.003	0.737	0.006	0.685	0.685	0.745	0.735
  -1.442	  -0.800	 +35.000	 +50.000	0.715	0.001	0.780	0.003	0.715	0.715	0.778	0.780
  -0.800	  +0.000	 +35.000	 +50.000	0.789	0.001	0.833	0.002	0.789	0.789	0.835	0.833
  +0.000	  +0.800	 +35.000	 +50.000	0.783	0.001	0.828	0.002	0.783	0.781	0.822	0.827
  +0.800	  +1.442	 +35.000	 +50.000	0.717	0.001	0.788	0.003	0.717	0.715	0.779	0.786
  +1.442	  +1.566	 +35.000	 +50.000	0.694	0.004	0.722	0.007	0.693	0.693	0.751	0.724
  +1.566	  +2.000	 +35.000	 +50.000	0.529	0.003	0.630	0.005	0.528	0.524	0.622	0.625
  +2.000	  +2.500	 +35.000	 +50.000	0.624	0.002	0.691	0.004	0.623	0.625	0.696	0.690
  -2.500	  -2.000	 +50.000	 +90.000	0.634	0.002	0.679	0.005	0.634	0.627	0.692	0.678
  -2.000	  -1.566	 +50.000	 +90.000	0.631	0.002	0.704	0.004	0.632	0.631	0.703	0.702
  -1.566	  -1.442	 +50.000	 +90.000	0.710	0.004	0.764	0.008	0.710	0.711	0.744	0.764
  -1.442	  -0.800	 +50.000	 +90.000	0.741	0.001	0.776	0.002	0.741	0.739	0.775	0.774
  -0.800	  +0.000	 +50.000	 +90.000	0.822	0.001	0.845	0.002	0.822	0.822	0.842	0.844
  +0.000	  +0.800	 +50.000	 +90.000	0.813	0.001	0.840	0.002	0.813	0.812	0.842	0.840
  +0.800	  +1.442	 +50.000	 +90.000	0.735	0.001	0.765	0.003	0.733	0.735	0.771	0.767
  +1.442	  +1.566	 +50.000	 +90.000	0.699	0.005	0.746	0.008	0.698	0.697	0.756	0.745
  +1.566	  +2.000	 +50.000	 +90.000	0.629	0.002	0.690	0.004	0.629	0.626	0.707	0.686
  +2.000	  +2.500	 +50.000	 +90.000	0.635	0.003	0.695	0.005	0.627	0.634	0.691	0.693
  -2.500	  -2.000	 +90.000	+150.000	0.633	0.008	0.686	0.014	0.633	0.635	0.682	0.694
  -2.000	  -1.566	 +90.000	+150.000	0.639	0.006	0.702	0.011	0.639	0.637	0.710	0.701
  -1.566	  -1.442	 +90.000	+150.000	0.729	0.011	0.764	0.020	0.729	0.723	0.768	0.763
  -1.442	  -0.800	 +90.000	+150.000	0.728	0.004	0.762	0.006	0.730	0.730	0.760	0.763
  -0.800	  +0.000	 +90.000	+150.000	0.842	0.002	0.866	0.004	0.842	0.843	0.860	0.865
  +0.000	  +0.800	 +90.000	+150.000	0.841	0.002	0.859	0.004	0.841	0.841	0.856	0.859
  +0.800	  +1.442	 +90.000	+150.000	0.714	0.004	0.760	0.007	0.713	0.714	0.747	0.759
  +1.442	  +1.566	 +90.000	+150.000	0.691	0.013	0.731	0.022	0.682	0.687	0.679	0.724
  +1.566	  +2.000	 +90.000	+150.000	0.644	0.006	0.719	0.011	0.643	0.645	0.717	0.718
  +2.000	  +2.500	 +90.000	+150.000	0.615	0.008	0.681	0.014	0.611	0.609	0.703	0.673
  -2.500	  -2.000	+150.000	+500.000	0.586	0.017	0.635	0.029	0.589	0.582	0.516	0.632
  -2.000	  -1.566	+150.000	+500.000	0.626	0.011	0.659	0.019	0.624	0.626	0.666	0.656
  -1.566	  -1.442	+150.000	+500.000	0.693	0.022	0.752	0.037	0.693	0.684	0.663	0.741
  -1.442	  -0.800	+150.000	+500.000	0.711	0.006	0.738	0.011	0.711	0.713	0.723	0.742
  -0.800	  +0.000	+150.000	+500.000	0.852	0.004	0.863	0.007	0.852	0.846	0.875	0.863
  +0.000	  +0.800	+150.000	+500.000	0.841	0.004	0.864	0.007	0.841	0.842	0.855	0.867
  +0.800	  +1.442	+150.000	+500.000	0.700	0.007	0.721	0.011	0.701	0.697	0.716	0.723
  +1.442	  +1.566	+150.000	+500.000	0.585	0.025	0.699	0.042	0.581	0.575	0.725	0.688
  +1.566	  +2.000	+150.000	+500.000	0.613	0.011	0.658	0.020	0.609	0.613	0.700	0.661
  +2.000	  +2.500	+150.000	+500.000	0.569	0.016	0.677	0.028	0.567	0.572	0.663	0.681
