### var1 :  Probe_eta 
### var2 :  Probe_pt 
  -2.500	  -2.000	 +10.000	 +15.000	0.022	0.001	0.037	0.003	0.037	0.038	0.036	0.037
  -2.000	  -1.566	 +10.000	 +15.000	0.064	0.002	0.086	0.004	0.067	0.069	0.095	0.086
  -1.566	  -1.442	 +10.000	 +15.000	0.094	0.006	0.079	0.009	0.092	0.083	0.079	0.079
  -1.442	  -0.800	 +10.000	 +15.000	0.143	0.003	0.151	0.005	0.142	0.151	0.140	0.151
  -0.800	  +0.000	 +10.000	 +15.000	0.148	0.003	0.171	0.005	0.147	0.153	0.176	0.171
  +0.000	  +0.800	 +10.000	 +15.000	0.167	0.003	0.200	0.005	0.163	0.167	0.198	0.200
  +0.800	  +1.442	 +10.000	 +15.000	0.131	0.003	0.141	0.005	0.129	0.138	0.141	0.141
  +1.442	  +1.566	 +10.000	 +15.000	0.056	0.005	0.054	0.008	0.058	0.072	0.068	0.054
  +1.566	  +2.000	 +10.000	 +15.000	0.050	0.002	0.062	0.004	0.049	0.051	0.060	0.062
  +2.000	  +2.500	 +10.000	 +15.000	0.057	0.002	0.054	0.003	0.057	0.056	0.065	0.054
  -2.500	  -2.000	 +15.000	 +20.000	0.163	0.002	0.155	0.004	0.163	0.163	0.156	0.155
  -2.000	  -1.566	 +15.000	 +20.000	0.217	0.002	0.253	0.005	0.215	0.218	0.246	0.253
  -1.566	  -1.442	 +15.000	 +20.000	0.183	0.005	0.196	0.009	0.181	0.190	0.213	0.196
  -1.442	  -0.800	 +15.000	 +20.000	0.317	0.003	0.341	0.004	0.316	0.317	0.354	0.341
  -0.800	  +0.000	 +15.000	 +20.000	0.345	0.002	0.395	0.004	0.343	0.343	0.398	0.395
  +0.000	  +0.800	 +15.000	 +20.000	0.366	0.002	0.401	0.004	0.361	0.349	0.407	0.401
  +0.800	  +1.442	 +15.000	 +20.000	0.308	0.002	0.332	0.004	0.305	0.309	0.343	0.332
  +1.442	  +1.566	 +15.000	 +20.000	0.118	0.004	0.165	0.008	0.158	0.160	0.171	0.165
  +1.566	  +2.000	 +15.000	 +20.000	0.169	0.002	0.209	0.005	0.168	0.171	0.219	0.209
  +2.000	  +2.500	 +15.000	 +20.000	0.178	0.002	0.168	0.004	0.179	0.181	0.174	0.168
  -2.500	  -2.000	 +20.000	 +35.000	0.344	0.001	0.334	0.001	0.336	0.350	0.335	0.334
  -2.000	  -1.566	 +20.000	 +35.000	0.373	0.001	0.422	0.001	0.365	0.383	0.428	0.422
  -1.566	  -1.442	 +20.000	 +35.000	0.307	0.001	0.315	0.002	0.307	0.383	0.325	0.315
  -1.442	  -0.800	 +20.000	 +35.000	0.468	0.001	0.521	0.001	0.464	0.496	0.524	0.521
  -0.800	  +0.000	 +20.000	 +35.000	0.506	0.001	0.564	0.001	0.504	0.531	0.569	0.564
  +0.000	  +0.800	 +20.000	 +35.000	0.506	0.001	0.560	0.001	0.504	0.514	0.565	0.560
  +0.800	  +1.442	 +20.000	 +35.000	0.458	0.001	0.506	0.001	0.455	0.462	0.511	0.506
  +1.442	  +1.566	 +20.000	 +35.000	0.291	0.001	0.308	0.002	0.290	0.359	0.314	0.308
  +1.566	  +2.000	 +20.000	 +35.000	0.334	0.001	0.393	0.001	0.332	0.340	0.396	0.393
  +2.000	  +2.500	 +20.000	 +35.000	0.345	0.001	0.337	0.001	0.336	0.353	0.339	0.337
  -2.500	  -2.000	 +35.000	 +50.000	0.420	0.001	0.437	0.001	0.417	0.416	0.439	0.437
  -2.000	  -1.566	 +35.000	 +50.000	0.449	0.001	0.514	0.001	0.448	0.444	0.515	0.514
  -1.566	  -1.442	 +35.000	 +50.000	0.436	0.001	0.461	0.002	0.436	0.431	0.460	0.461
  -1.442	  -0.800	 +35.000	 +50.000	0.554	0.001	0.612	0.001	0.553	0.549	0.612	0.612
  -0.800	  +0.000	 +35.000	 +50.000	0.602	0.001	0.659	0.001	0.601	0.598	0.660	0.659
  +0.000	  +0.800	 +35.000	 +50.000	0.596	0.001	0.651	0.001	0.595	0.591	0.650	0.651
  +0.800	  +1.442	 +35.000	 +50.000	0.547	0.001	0.602	0.001	0.546	0.542	0.602	0.602
  +1.442	  +1.566	 +35.000	 +50.000	0.418	0.001	0.453	0.002	0.417	0.414	0.453	0.453
  +1.566	  +2.000	 +35.000	 +50.000	0.428	0.001	0.503	0.001	0.427	0.423	0.502	0.503
  +2.000	  +2.500	 +35.000	 +50.000	0.419	0.001	0.441	0.001	0.415	0.414	0.439	0.441
  -2.500	  -2.000	 +50.000	 +90.000	0.447	0.001	0.492	0.003	0.445	0.429	0.495	0.492
  -2.000	  -1.566	 +50.000	 +90.000	0.484	0.001	0.554	0.002	0.484	0.476	0.558	0.554
  -1.566	  -1.442	 +50.000	 +90.000	0.476	0.002	0.493	0.004	0.475	0.467	0.492	0.493
  -1.442	  -0.800	 +50.000	 +90.000	0.580	0.001	0.641	0.001	0.580	0.571	0.642	0.641
  -0.800	  +0.000	 +50.000	 +90.000	0.645	0.001	0.710	0.001	0.645	0.638	0.711	0.710
  +0.000	  +0.800	 +50.000	 +90.000	0.641	0.001	0.702	0.001	0.641	0.632	0.701	0.702
  +0.800	  +1.442	 +50.000	 +90.000	0.566	0.001	0.626	0.001	0.566	0.560	0.631	0.626
  +1.442	  +1.566	 +50.000	 +90.000	0.440	0.002	0.486	0.004	0.441	0.432	0.494	0.486
  +1.566	  +2.000	 +50.000	 +90.000	0.476	0.001	0.551	0.002	0.476	0.469	0.558	0.551
  +2.000	  +2.500	 +50.000	 +90.000	0.438	0.001	0.501	0.003	0.432	0.414	0.494	0.501
  -2.500	  -2.000	 +90.000	+150.000	0.518	0.005	0.552	0.012	0.518	0.522	0.574	0.552
